ID;Gemeente_Code;Gemeente;Perioden;TotaleBevolking
20168;GM0466;Wognum;2021;
20195;GM1690;De Wolden;2021;24374
20222;GM0880;Wormerland;2021;16333
20249;GM0351;Woudenberg;2021;13639
20276;GM0874;Woudrichem;2021;
20303;GM0875;Wouw;2021;
20330;GM0710;Wûnseradiel;2021;
20357;GM0683;Wymbritseradiel;2021;
20384;GM0479;Zaanstad;2021;156901
20411;GM0297;Zaltbommel;2021;29447
20438;GM0473;Zandvoort;2021;17168
20465;GM0707;Zederik;2021;
20492;GM0478;Zeevang;2021;
20519;GM0050;Zeewolde;2021;22879
20546;GM0355;Zeist;2021;65043
20573;GM0298;Zelhem;2021;
20600;GM0299;Zevenaar;2021;44096
20627;GM0878;Zevenbergen;2021;
20654;GM1666;Zevenhuizen-Moerkapelle;2021;
20681;GM0732;Zierikzee;2021;
20708;GM0476;Zijpe;2021;
20735;GM0637;Zoetermeer;2021;125267
20762;GM0638;Zoeterwoude;2021;8843
20789;GM0056;Zuidhorn;2021;
20816;GM0136;Zuidlaren;2021;
20843;GM1892;Zuidplas;2021;45064
20870;GM0137;Zuidwolde;2021;
20897;GM0879;Zundert;2021;21988
20924;GM0301;Zutphen;2021;48111
20951;GM1896;Zwartewaterland;2021;22823
20978;GM0192;Zwartsluis;2021;
21005;GM0138;Zweeloo;2021;
21032;GM0642;Zwijndrecht;2021;44775
21059;GM0193;Zwolle;2021;129840
